"hotel_name","hotel_url","source","source_reduced","uri","postalcode","streetaddress","addresscountry","addresslocality","frequent_part_hotel_name","infrequent_part_hotel_name"
"Hotel Colinas Resid\u00EAncia","<http://www.touristlink.com/brazil/rio-de-janeiro-city/cat/hotels.html>","<http://www.touristlink.com/brazil/ipanema-beach/cat/hotels.html?page=20&limit=10>","www.touristlink.com","touristlink.com_1442","22071-060","Rua Saint Roman, 338, Ipanema","Brazil","Rio de Janeiro","hotel","colinas resid"
"Qubus Hotel Legnica","<http://www.touristlink.com/india/dolnoslaskie/cat/hotels.html>","<http://www.touristlink.com/poland/wrocaw-jazz-on-the-oder-festival/cat/hotels.html>","www.touristlink.com","touristlink.com_1443","59 220","Ul Skarbowa 2","Poland","Legnica","hotel","legnica qubus"
"Hotel Villa Royal","<http://www.touristlink.com/poland/ostrow-wielkopolski/cat/hotels.html>","<http://www.touristlink.com/poland/wrocaw-jazz-on-the-oder-festival/cat/hotels.html>","www.touristlink.com","touristlink.com_1444","63 400","Ul Sienkiewicza 2a","Poland","Ostrow Wielkopolski","hotel villa","royal"
"Hotel Opat","<http://www.touristlink.com/czech-republic/kutna-hora/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1445","284 01","Husova 138","Czech Republic","Kutna Hora","hotel","opat"
"Hotel Zlaty Lev","<http://www.touristlink.com/czech-republic/zatec/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1446","438 01","Obloukova 228","Czech Republic","Zatec","hotel","zlaty lev"
"Clarion Congress Hotel Usti Nad Labem","<http://www.touristlink.com/czech-republic/usti-nad-labem/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1447","400 01","Masarykova 25","Czech Republic","Usti nad Labem","hotel","congress nad clarion usti labem"
"Hotel Cascade","<http://www.touristlink.com/czech-republic/most/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1448","434 01","Radnicni 3","Czech Republic","Most","hotel","cascade"
"Penzion Na Hradbach","<http://www.touristlink.com/czech-republic/tabor/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1449","39001","Betlemska 282","Czech Republic","Tabor","","hradbach na penzion"
"Goviea Holiday Homes","<http://www.touristlink.com/india/candolim/cat/hotels.html>","<http://www.touristlink.com/india/porvorim/cat/hotels.html>","www.touristlink.com","touristlink.com_145","403721","Lane Opposite Cafe Coffee Day","India","Candolim","holiday","goviea homes"
"Hotel U Krale","<http://www.touristlink.com/czech-republic/jicin/cat/hotels.html>","<http://www.touristlink.com/czech-republic/wenceslas-square/cat/hotels.html>","www.touristlink.com","touristlink.com_1450","50601","Nerudova 45","Czech Republic","Jicin","hotel","u krale"
"Quality Hotel Parkway Convention Center St. Cather","<http://www.touristlink.com/canada/quality-hotel-parkway-convention-center-st-cather/overview.html>","<http://www.touristlink.com/canada/quality-hotel-parkway-convention-center-st-cather/overview.html>","www.touristlink.com","touristlink.com_1451","L2R 5L3","327 Ontario St.","Canada","St. Catharines","hotel st center","convention quality parkway cather"
"Canway Inn And Suites Dauphin","<http://www.touristlink.com/canada/dauphin/cat/hotels.html>","<http://www.touristlink.com/canada/manitoba/cat/hotels.html>","www.touristlink.com","touristlink.com_1452","R7N 2V1","1601 Main Street S","Canada","Dauphin","suites inn","canway dauphin"
"Wescana Inn","<http://www.touristlink.com/canada/the-pas/cat/hotels.html>","<http://www.touristlink.com/canada/manitoba/cat/hotels.html>","www.touristlink.com","touristlink.com_1453","R9A 1M3","439 Fischer Ave","Canada","The Pas","inn","wescana"
"Hotel Sita","<http://www.touristlink.com/india/jhansi/cat/hotels.html>","<http://www.touristlink.com/india/jhansi/cat/hotels.html>","www.touristlink.com","touristlink.com_1454","284001","Civil Lines, Shivpuri Road","India","Jhansi","hotel","sita"
"Club Santana Hotel","<http://www.touristlink.com/sao-tome-and-principe/cat/hotels.html>","<http://www.touristlink.com/sao-tome-and-principe/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1455","144","15 Km From Sao Tome","Sao Tome and Principe","Praia Messia Alves","hotel","santana club"
"Hotel Carlton, Belleek","<http://www.touristlink.com/northern-ireland/enniskillen/cat/hotels.html>","<http://www.touristlink.com/northern-ireland/enniskillen-st-angelo-airport/cat/hotels.html>","www.touristlink.com","touristlink.com_1456","BT93 3FX","Main Street, Belleek","Northern Ireland","Enniskillen","hotel","belleek carlton"
"Travelodge Derry","<http://www.touristlink.com/northern-ireland/londonderry-city/cat/hotels.html>","<http://www.touristlink.com/northern-ireland/enniskillen-st-angelo-airport/cat/hotels.html>","www.touristlink.com","touristlink.com_1457","BT48 7AB","22-24 Strand Road","Northern Ireland","Derry","","derry travelodge"
"Hotel Sonar Bangla","<http://www.touristlink.com/india/digha-hotel-sonar-bangla/overview.html>","<http://www.touristlink.com/india/digha-hotel-sonar-bangla/overview.html>","www.touristlink.com","touristlink.com_1458","721428","Digha","India","Digha","hotel","sonar bangla"
"Colmar Tropicale Berjaya Hills","<http://www.touristlink.com/malaysia/pahang/cat/hotels.html>","<http://www.touristlink.com/malaysia/central-market/cat/hotels.html>","www.touristlink.com","touristlink.com_1459","28750","Km 48 Persimpangan Bertingkat","Malaysia","Lebuhraya Karak Bukit","","colmar berjaya hills tropicale"
"Holiday Express and Suites Orange","<http://www.touristlink.com/united-states/florida-orange-city/cat/hotels.html>","<http://www.touristlink.com/united-states/seaworld-orlando/cat/hotels.html>","www.touristlink.com","touristlink.com_146","32763","1330 Saxon Blvd","United States","Orange City","express suites holiday","orange"
"The Legend International Water","<http://www.touristlink.com/malaysia/port-dickson/cat/hotels.html>","<http://www.touristlink.com/malaysia/central-market/cat/hotels.html>","www.touristlink.com","touristlink.com_1460","71000","Batu 2 3jalan Seremban","Malaysia","Port Dickson","international","legend water"
"Town House 8","<http://www.touristlink.com/italy/milan/cat/hotels.html>","<http://www.touristlink.com/italy/la-scala/cat/hotels.html>","www.touristlink.com","touristlink.com_1461","20121","Via Silvio Pellico 8","Italy","Milan","house","town"
"Vlora International","<http://www.touristlink.com/albania/vlora-international/overview.html>","<http://www.touristlink.com/albania/vlora-international/overview.html>","www.touristlink.com","touristlink.com_1462","35000@ru-ru","Skele Str., Vlore (near The Port)","Albania","Vlora","international","vlora"
"Silence Hotel Argi Eder","<http://www.touristlink.com/france/silence-hotel-argi-eder/overview.html>","<http://www.touristlink.com/france/silence-hotel-argi-eder/overview.html>","www.touristlink.com","touristlink.com_1463","64250","Route De La Chapelle","France","Ainhoa","hotel","argi eder silence"
"Crowne Plaza Petra","<http://www.touristlink.com/jordan/petra/cat/hotels.html>","<http://www.touristlink.com/jordan/petra/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1464","71810","Box 30 Wadi Mousa","Jordan","Petra","crowne plaza","petra"
"Swiss Acres Inn","<http://www.touristlink.com/united-states/lake-placid/cat/hotels.html>","<http://www.touristlink.com/united-states/cranberry-lake-new-york/cat/hotels.html>","www.touristlink.com","touristlink.com_1465","12946","1970 Saranac Ave","United States","Lake Placid","inn","swiss acres"
"Hotel De La Ville Central","<http://www.touristlink.com/italy/latina/cat/hotels.html>","<http://www.touristlink.com/italy/piazza-della-repubblica/cat/hotels.html>","www.touristlink.com","touristlink.com_1466","04100","Via Scaravelli 14","Italy","Latina","hotel la de","central ville"
"Tenuta dell'Argento","<http://www.touristlink.com/italy/civitavecchia/cat/hotels.html>","<http://www.touristlink.com/italy/piazza-della-repubblica/cat/hotels.html>","www.touristlink.com","touristlink.com_1467","00053","Via Colline dell'Argento","Italy","Civitavecchia","","dell tenuta argento"
"Magna Grecia","<http://www.touristlink.com/greece/magna-grecia/overview.html>","<http://www.touristlink.com/greece/magna-grecia/overview.html>","www.touristlink.com","touristlink.com_1468","10563","54 Mitropoleos Str","Greece","Athens","","magna grecia"
"Corfu Secret","<http://www.touristlink.com/greece/corfu-city/cat/hotels.html>","<http://www.touristlink.com/greece/sivota/cat/accommodations.html>","www.touristlink.com","touristlink.com_1469","49083","Agios Markos Faikou","Greece","Corfu Island","","corfu secret"
"Express by Holiday Inn Causeway Bay","<http://www.touristlink.com/hong-kong-china/hong-kong-island-causeway-bay/cat/hotels.html>","<http://www.touristlink.com/hong-kong-china/hong-kong-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_147","","33 Sharp Sreet East, Causeway Bay, Hong Kong","Hong Kong (China)","Hong Kong","inn express holiday","causeway bay"
"Husa Galicia Palace","<http://www.touristlink.com/spain/husa-galicia-palace/overview.html>","<http://www.touristlink.com/spain/husa-galicia-palace/overview.html>","www.touristlink.com","touristlink.com_1470","36003","Avenida De Vigo 3","Spain","Pontevedra","","husa galicia palace"
"The Breakwater Inn","<http://www.touristlink.com/united-states/juneau/cat/hotels.html>","<http://www.touristlink.com/united-states/alaska/cat/hotels.html>","www.touristlink.com","touristlink.com_1471","99801-1470","1711 Glacier Avenue","United States","Juneau","inn","breakwater"
"Comfort Inn Ship Creek","<http://www.touristlink.com/united-states/anchorage/cat/hotels.html>","<http://www.touristlink.com/united-states/alaska/cat/hotels.html>","www.touristlink.com","touristlink.com_1472","99501","111 Ship Creek Ave","United States","Anchorage","comfort inn","ship creek"
"Hotel Pitrizza Costa Smeralda","<http://www.touristlink.com/italy/porto-cervo/cat/hotels.html>","<http://www.touristlink.com/italy/cat/resorts.html>","www.touristlink.com","touristlink.com_1473","07020","Costa Smeralda","Italy","Porto Cervo","hotel","pitrizza costa smeralda"
"Corallo Hotel","<http://www.touristlink.com/italy/giardini-naxos/cat/hotels.html>","<http://www.touristlink.com/italy/cat/resorts.html>","www.touristlink.com","touristlink.com_1474","98039","Via Madonna Delle Grazie 9","Italy","Giardini Naxos","hotel","corallo"
"Relais San Maurizio","<http://www.touristlink.com/italy/alba/cat/hotels.html>","<http://www.touristlink.com/italy/cat/resorts.html>","www.touristlink.com","touristlink.com_1475","I-12058","Localita San Maurizio 39","Italy","Santo Stefano Belbo","","san maurizio relais"
"Villa Del Parco And Spa","<http://www.touristlink.com/italy/cagliari/cat/hotels.html>","<http://www.touristlink.com/italy/cat/resorts.html>","www.touristlink.com","touristlink.com_1476","09010","Ss 195 Km 39 600 Santa Margher","Italy","Cagliari","del villa spa","parco"
"Hampton Inn Albany Latham Ny","<http://www.touristlink.com/united-states/cohoes/cat/hotels.html>","<http://www.touristlink.com/united-states/new-york-lake-success/cat/hotels.html>","www.touristlink.com","touristlink.com_1477","12047","981 New Loudon Rd","United States","Cohoes","inn hampton","ny albany latham"
"Desert Arroyo By Kees Vacation","<http://www.touristlink.com/united-states/desert-arroyo-by-kees-vacation/overview.html>","<http://www.touristlink.com/united-states/desert-arroyo-by-kees-vacation/overview.html>","www.touristlink.com","touristlink.com_1478","85044","4647 E Franciso Dr","United States","Phoenix","","arroyo kees vacation desert"
"Hotel Ipomea Club","<http://www.touristlink.com/italy/ricadi/cat/hotels.html>","<http://www.touristlink.com/italy/briatico/cat/resorts.html>","www.touristlink.com","touristlink.com_1479","89866","Localita Fortino Santa Maria D","Italy","Capo Vaticano","hotel","ipomea club"
"Holiday Inn Exp Causeway Bay","<http://www.touristlink.com/hong-kong-china/lamma-island/cat/hotels.html>","<http://www.touristlink.com/hong-kong-china/hong-kong-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_148","0000","33 Sharp Street East","Hong Kong (China)","Causeway Bay","inn holiday","causeway bay exp"
"Olivara Villaggio","<http://www.touristlink.com/italy/lamezia-terme/cat/hotels.html>","<http://www.touristlink.com/italy/briatico/cat/resorts.html>","www.touristlink.com","touristlink.com_1480","89861","Localita Gasponi Tropea","Italy","Lamezia Terme","","villaggio olivara"
"Tribe The Village Market Hotel","<http://www.touristlink.com/kenya/tribe-the-village-market-hotel/overview.html>","<http://www.touristlink.com/kenya/tribe-the-village-market-hotel/overview.html>","www.touristlink.com","touristlink.com_1481","196084","The Village Market 9 418","Kenya","Limuru Gigiri Nairobi","hotel","market village tribe"
"Heritage Inn","<http://www.touristlink.com/india/coimbatore/cat/hotels.html>","<http://www.touristlink.com/india/tamilnadu/cat/accommodations.html>","www.touristlink.com","touristlink.com_1482","641009","38, Sivasamy Road, Ramnagar","India","Coimbatore","inn","heritage"
"Ooty Villa Park","<http://www.touristlink.com/india/ooty/cat/hotels.html>","<http://www.touristlink.com/india/tamilnadu/cat/accommodations.html>","www.touristlink.com","touristlink.com_1483","643001","29-49 Baikey Road Off. Ettines Road","India","Ooty","villa park","ooty"
"GLM Meridian","<http://www.touristlink.com/india/chennai/cat/hotels.html>","<http://www.touristlink.com/india/tamilnadu/cat/accommodations.html>","www.touristlink.com","touristlink.com_1484","600017","GLM Meridian Hotel No 80A, South Boag Road","India","Chennai","","meridian glm"
"Club Mahindra Coakers Villa","<http://www.touristlink.com/india/tn-kadaikanal/cat/hotels.html>","<http://www.touristlink.com/india/tamilnadu/cat/accommodations.html>","www.touristlink.com","touristlink.com_1485","624103","Noyce Road,(Near Coakers Villa)","India","Kadaikanal","villa","coakers mahindra club"
"Comfort Suites Seabrook","<http://www.touristlink.com/united-states/texas-seabrook/cat/hotels.html>","<http://www.touristlink.com/united-states/port-of-houston/cat/hotels.html>","www.touristlink.com","touristlink.com_1486","77586","5755 Bayport Blvd","United States","Seabrook","comfort suites","seabrook"
"Fairway Inn La Porte","<http://www.touristlink.com/united-states/la-porte/cat/hotels.html>","<http://www.touristlink.com/united-states/port-of-houston/cat/hotels.html>","www.touristlink.com","touristlink.com_1487","77571","902 Highway 146 S","United States","La Porte","la inn","porte fairway"
"Springhill Stes Marriott Seabr","<http://www.touristlink.com/united-states/seabrook/cat/hotels.html>","<http://www.touristlink.com/united-states/port-of-houston/cat/hotels.html>","www.touristlink.com","touristlink.com_1488","77586","2120 Nasa Parkway","United States","Seabrook","","marriott springhill seabr stes"
"Imperia G Hotel","<http://www.touristlink.com/kazakhstan/astana/cat/hotels.html>","<http://www.touristlink.com/kazakhstan/tamgaly/cat/hotels.html>","www.touristlink.com","touristlink.com_1489","010000","63 Abay Avenue","Kazakhstan","Astana","hotel","g imperia"
"Exp By Holiday Inn Molins","<http://www.touristlink.com/spain/exp-by-holiday-inn-molins/overview.html>","<http://www.touristlink.com/spain/exp-by-holiday-inn-molins/overview.html>","www.touristlink.com","touristlink.com_149","08750","Carrer Del Primer De Maig 9 Mo","Spain","Barcelona","inn holiday","molins exp"
"Hotel Charles Darwin","<http://www.touristlink.com/chile/puerto-natales/cat/hotels.html>","<http://www.touristlink.com/chile/magallanes/cat/hotels.html>","www.touristlink.com","touristlink.com_1490","56 61","Manuel Bulnes N 90","Chile","Puerto Natales","hotel","charles darwin"
"Achillion Hotel Grevena","<http://www.touristlink.com/greece/west-macedonia/cat/hotels.html>","<http://www.touristlink.com/greece/west-macedonia/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1491","51100","2 Km Grevena Kozani Rd","Greece","Grevena Town","hotel","grevena achillion"
"Katerina Hotel Kozani","<http://www.touristlink.com/greece/kozani/cat/hotels.html>","<http://www.touristlink.com/greece/west-macedonia/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1492","50100","20 3rd Septemvriu Str","Greece","Kozani","hotel","katerina kozani"
"King Alexander","<http://www.touristlink.com/greece/florina/cat/hotels.html>","<http://www.touristlink.com/greece/west-macedonia/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1493","53100","68 K Karamanli Str","Greece","Florina","","alexander king"
"Esmeralda Apart Hotel","<http://www.touristlink.com/greece/kremasti-laconia/cat/hotels.html>","<http://www.touristlink.com/greece/west-macedonia/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1494","85104","Elefherias Avenue 30","Greece","Kremasti","hotel","apart esmeralda"
"Hotel Casa Grande - Delicias","<http://www.touristlink.com/mexico/delicias/cat/hotels.html>","<http://www.touristlink.com/mexico/government-palace-of-chihuahua/cat/hotels.html>","www.touristlink.com","touristlink.com_1495","33000","Avenida 6a Ote 601","Mexico","Delicias","hotel","grande delicias casa"
"Edom","<http://www.touristlink.com/jordan/edom/overview.html>","<http://www.touristlink.com/jordan/edom/overview.html>","www.touristlink.com","touristlink.com_1496","TR27 6JB","Near The Main Entrance Of Petra","Jordan","Petra","","edom"
"Slemon Park Hotel","<http://www.touristlink.com/canada/slemon-park-hotel/overview.html>","<http://www.touristlink.com/canada/slemon-park-hotel/overview.html>","www.touristlink.com","touristlink.com_1497","C0B-2AO","12 Redwood Ave","Canada","Summerside","hotel park","slemon"
"Grand Pyramids Hotel","<http://www.touristlink.com/egypt/giza/cat/hotels.html>","<http://www.touristlink.com/egypt/great-sphinx-of-giza/cat/hotels.html>","www.touristlink.com","touristlink.com_1498","31419","53 Studio Misr Road Mariottia","Egypt","Giza","hotel grand","pyramids"
"Ametiszt Hotel Harkany","<http://www.touristlink.com/hungary/ametiszt-hotel-harkany/overview.html>","<http://www.touristlink.com/hungary/ametiszt-hotel-harkany/overview.html>","www.touristlink.com","touristlink.com_1499","7815","Szent Istvan Utca 26 28","Hungary","Harkany","hotel","ametiszt harkany"
"Exp By Holiday Inn Dubai Safa","<http://www.touristlink.com/united-arab-emirates/dubai/cat/hotels.html>","<http://www.touristlink.com/united-arab-emirates/dubai-gold-souk/cat/hotels.html>","www.touristlink.com","touristlink.com_15","0000","Al Wasl District Sheikh Zayed","United Arab Emirates","Dubai","inn holiday","safa dubai exp"
"Holiday Inn Express Kalispell","<http://www.touristlink.com/united-states/kalispell-glacier/cat/hotels.html>","<http://www.touristlink.com/united-states/montana-whitefish/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_150","59901","275 Treeline Road","United States","Kalispell","inn express holiday","kalispell"
"Ausan Beach Front Cottages","<http://www.touristlink.com/philippines/port-barton/cat/hotels.html>","<http://www.touristlink.com/philippines/puerto-princesa/cat/hotels.html>","www.touristlink.com","touristlink.com_1500","5309","Ballesteros St. (Beach front), Port Barton","Philippines","San Vicente","beach","front ausan cottages"
"The Cecilia's Inn","<http://www.touristlink.com/philippines/puerto-princesa/cat/hotels.html>","<http://www.touristlink.com/philippines/puerto-princesa/cat/hotels.html>","www.touristlink.com","touristlink.com_1501","5300","PEO Road, Bancao-Bancao","Philippines","Puerto Princesa","inn","cecilia"
"Wallace Inn","<http://www.touristlink.com/united-states/idaho-wallace/cat/hotels.html>","<http://www.touristlink.com/united-states/kellogg/cat/accommodations.html>","www.touristlink.com","touristlink.com_1502","83873","100 Front Street","United States","Wallace","inn","wallace"
"Guesthouse Inn Kellogg","<http://www.touristlink.com/united-states/kellogg/cat/hotels.html>","<http://www.touristlink.com/united-states/kellogg/cat/accommodations.html>","www.touristlink.com","touristlink.com_1503","83854","601 Bunker Avenue","United States","Kellogg","inn","guesthouse kellogg"
"Guangzhou Nan Guo Hotel","<http://www.touristlink.com/china/guangzhou-nan-guo-hotel/overview.html>","<http://www.touristlink.com/china/guangzhou-nan-guo-hotel/overview.html>","www.touristlink.com","touristlink.com_1504","510627","161 Ping Yue Road","China","District","hotel","guo guangzhou nan"
"Loei Palace Hotel","<http://www.touristlink.com/thailand/north-east-thailand-isan/cat/hotels.html>","<http://www.touristlink.com/thailand/namtok-than-thip/cat/hotels.html>","www.touristlink.com","touristlink.com_1505","42000","167/4 Charoenrat Road Amphor Muang","Thailand","Muang Loei","hotel","loei palace"
"The Inn At Aspen By Rq","<http://www.touristlink.com/united-states/aspen/cat/hotels.html>","<http://www.touristlink.com/united-states/ski-cooper/cat/hotels.html>","www.touristlink.com","touristlink.com_1506","81611","38750 Highway 82","United States","Aspen","inn","aspen rq"
"Royal Albion Hotel","<http://www.touristlink.com/england/brighton/cat/hotels.html>","<http://www.touristlink.com/england/wakehurst-place/cat/hotels.html>","www.touristlink.com","touristlink.com_1507","BN1 1NT","35 Old Steine Road","England","Brighton England","hotel","albion royal"
"Hotel Izulu Ballito","<http://www.touristlink.com/south-africa/cape-town/cat/hotels.html>","<http://www.touristlink.com/south-africa/cape-town-international-airport/cat/hotels.html>","www.touristlink.com","touristlink.com_1508","4420","Reys Place","South Africa","Ballito","hotel","ballito izulu"
"Golden Tulip Al Jazira Hotel A","<http://www.touristlink.com/united-arab-emirates/abu-dhabi/cat/hotels.html>","<http://www.touristlink.com/united-arab-emirates/the-address-downtown-dubai/cat/hotels.html>","www.touristlink.com","touristlink.com_1509","26268","Ghantoot","United Arab Emirates","Abu Dhabi","hotel","tulip golden jazira al"
"Holiday Inn Williams Grand Can","<http://www.touristlink.com/united-states/arizona-williams/cat/hotels.html>","<http://www.touristlink.com/united-states/desert-view-visitor-center-and-bookstore-grand-canyon/cat/hotels.html>","www.touristlink.com","touristlink.com_151","86046","950 North Grand Canyon Blvd","United States","Williams","inn grand holiday","williams"
"Waldorf Astoria Ras Al Khaimah","<http://www.touristlink.com/united-arab-emirates/ras-al-khaimah/cat/hotels.html>","<http://www.touristlink.com/united-arab-emirates/the-address-downtown-dubai/cat/hotels.html>","www.touristlink.com","touristlink.com_1510","0000","Vienna Street","United Arab Emirates","Ras Al Khaimah","","ras khaimah al astoria waldorf"
"Bin Majid Beach Hotel","<http://www.touristlink.com/united-arab-emirates/ajman/cat/hotels.html>","<http://www.touristlink.com/united-arab-emirates/the-address-downtown-dubai/cat/hotels.html>","www.touristlink.com","touristlink.com_1511","99999","Po Box 1946","United Arab Emirates","Ras Alkhaimah","hotel beach","bin majid"
"Hotel Kumar's","<http://www.touristlink.com/india/dalhousie/cat/hotels.html>","<http://www.touristlink.com/india/himachal-pradesh/cat/accommodations.html>","www.touristlink.com","touristlink.com_1512","176311","Bus Stand, Dalhousie Cantonment","India","Dalhousie","hotel","kumar"
"Hotel Springfields","<http://www.touristlink.com/india/shimla/cat/hotels.html>","<http://www.touristlink.com/india/himachal-pradesh/cat/accommodations.html>","www.touristlink.com","touristlink.com_1513","171002","Opp. Tibetan School, Chotta Shimla","India","Shimla","hotel","springfields"
"Majestic Grande Sukhumvit Hote","<http://www.touristlink.com/thailand/majestic-grande-sukhumvit-hote/overview.html>","<http://www.touristlink.com/thailand/majestic-grande-sukhumvit-hote/overview.html>","www.touristlink.com","touristlink.com_1514","10110","12 Sukhumvit Soi 2","Thailand","Bangkok","","majestic grande sukhumvit hote"
"Days Inn Fallsview","<http://www.touristlink.com/canada/days-inn-fallsview/overview.html>","<http://www.touristlink.com/canada/days-inn-fallsview/overview.html>","www.touristlink.com","touristlink.com_1515","L2G 7L2","6519 Stanley Ave","Canada","Niagara Falls","inn","days fallsview"
"Best Western Palace Hotel","<http://www.touristlink.com/san-marino/serravalle/cat/hotels.html>","<http://www.touristlink.com/san-marino/cat/hotels.html>","www.touristlink.com","touristlink.com_1516","47899","Via Cinque Febbraio","San Marino","Serravalle","best hotel western","palace"
"Hotel Joli","<http://www.touristlink.com/san-marino/san-marino/cat/hotels.html>","<http://www.touristlink.com/san-marino/cat/hotels.html>","www.touristlink.com","touristlink.com_1517","47890","viale Federico D'Urbino 36 b","San Marino","San Marino","hotel","joli"
"Novotel Ghi Conakry","<http://www.touristlink.com/guinea/conakry/cat/hotels.html>","<http://www.touristlink.com/guinea/cat/hotels.html>","www.touristlink.com","touristlink.com_1518","NN1 1SR@pl","Bp 287","Guinea","Conakry","","conakry ghi novotel"
"Mansarovar Hotel","<http://www.touristlink.com/india/mansarovar-hotel/overview.html>","<http://www.touristlink.com/india/mansarovar-hotel/overview.html>","www.touristlink.com","touristlink.com_1519","831001","507, Kasidih Lease Area,Sakchi","India","Jamshedpur","hotel","mansarovar"
"Holiday Inn Exp Ste Chinohills","<http://www.touristlink.com/united-states/chino-hills-city/cat/hotels.html>","<http://www.touristlink.com/united-states/vincent-thomas-bridge/cat/hotels.html>","www.touristlink.com","touristlink.com_152","91709","15433 Fairfield Ranch Rd","United States","Chino Hills","inn holiday","chinohills ste exp"
"Economy Inn West Palm Beach","<http://www.touristlink.com/united-states/west-palm-beach/cat/hotels.html>","<http://www.touristlink.com/united-states/florida/cat/hotels.html>","www.touristlink.com","touristlink.com_1520","33405","6915 S Dixie Highway","United States","West Palm Beach","beach west inn","economy palm"
"Deerwood Inn Madison","<http://www.touristlink.com/united-states/wisconsin-madison/cat/hotels.html>","<http://www.touristlink.com/united-states/florida/cat/hotels.html>","www.touristlink.com","touristlink.com_1521","32340","155 Sw Old St Augustine Road","United States","Madison","inn","madison deerwood"
"Hollywood Gateway Inn Hollywoo","<http://www.touristlink.com/united-states/california-hollywood/cat/hotels.html>","<http://www.touristlink.com/united-states/florida/cat/hotels.html>","www.touristlink.com","touristlink.com_1522","33020","2900 Polk Street","United States","Hollywood","inn","hollywood hollywoo gateway"
"New Sun Gate Motel Lake Worth","<http://www.touristlink.com/united-states/texas-lake-worth-city/cat/hotels.html>","<http://www.touristlink.com/united-states/florida/cat/hotels.html>","www.touristlink.com","touristlink.com_1523","33460","901 S Federal Highway","United States","Lake Worth","motel","sun lake worth gate new"
"Sugar Sands Inn And Suites Pan","<http://www.touristlink.com/united-states/florida-lynn-haven/cat/hotels.html>","<http://www.touristlink.com/united-states/florida/cat/hotels.html>","www.touristlink.com","touristlink.com_1524","32413","20723 Front Beach Road","United States","City Beach","suites inn","pan sugar sands"
"Harraseeket Inn","<http://www.touristlink.com/united-states/texas-freeport/cat/hotels.html>","<http://www.touristlink.com/united-states/cumberland-county-me/cat/resorts.html>","www.touristlink.com","touristlink.com_1525","04032","162 Main Street Cumberland","United States","Freeport","inn","harraseeket"
"Inn By The Sea","<http://www.touristlink.com/united-states/cape-elizabeth/cat/hotels.html>","<http://www.touristlink.com/united-states/cumberland-county-me/cat/resorts.html>","www.touristlink.com","touristlink.com_1526","04107","40 Bowery Beach Road","United States","Cape Elizabeth","inn","sea"
"Winwood Inn","<http://www.touristlink.com/united-states/maine-windham/cat/hotels.html>","<http://www.touristlink.com/united-states/cumberland-county-me/cat/resorts.html>","www.touristlink.com","touristlink.com_1527","12496","5220 Route 23","United States","Windham","inn","winwood"
"Fuji View Hotel","<http://www.touristlink.com/japan/yamanashi/cat/hotels.html>","<http://www.touristlink.com/japan/gotemba/cat/resorts.html>","www.touristlink.com","touristlink.com_1528","4010310","511katsuyama Fujikawaguchiko M","Japan","Yamanashi","hotel","fuji view"
"Bw Grand Canyon Squire","<http://www.touristlink.com/united-states/arizona-grand-canyon/cat/hotels.html>","<http://www.touristlink.com/united-states/valle/cat/hotels.html>","www.touristlink.com","touristlink.com_1529","86023","100 Highway 64","United States","Grand Canyon","grand","canyon bw squire"
"Holiday Inn Express Santiago","<http://www.touristlink.com/chile/santiago/cat/hotels.html>","<http://www.touristlink.com/chile/pudahuel/cat/hotels.html>","www.touristlink.com","touristlink.com_153","0000000","Av Vitacura 2929","Chile","Santiago","inn express holiday","santiago"
"Historic El Tovar Hotel","<http://www.touristlink.com/united-states/grand-canyon-national-park/cat/hotels.html>","<http://www.touristlink.com/united-states/valle/cat/hotels.html>","www.touristlink.com","touristlink.com_1530","86023","100 Highway 64","United States","Grand Canyon","hotel","el tovar historic"
"Kampala Sheraton Hotel","<http://www.touristlink.com/uganda/kampala-sheraton-hotel/overview.html>","<http://www.touristlink.com/uganda/kampala-sheraton-hotel/overview.html>","www.touristlink.com","touristlink.com_1531","461881","Ternan Avenue Po Box 7041","Uganda","Kampala","hotel","kampala sheraton"
"Olympia Hotel Events And Spa","<http://www.touristlink.com/spain/olympia-hotel-events-and-spa/overview.html>","<http://www.touristlink.com/spain/olympia-hotel-events-and-spa/overview.html>","www.touristlink.com","touristlink.com_1532","46120","Avda Maestro Serrano 5","Spain","Alboraya Valencia","hotel spa","events olympia"
