"hotel_name","hotel_url","source","source_reduced","uri","postalcode","streetaddress","addresscountry","addresslocality","frequent_part_hotel_name","infrequent_part_hotel_name"
"Holiday Inn Warsaw Jozefow","<http://www.touristlink.com/poland/warsaw/cat/hotels.html>","<http://www.touristlink.com/poland/jewish-kirkut-of-orla/cat/hotels.html>","www.touristlink.com","touristlink.com_0","05 420","Telimeny Street 1","Poland","Warsaw","inn holiday","jozefow warsaw"
"Holiday Inn Reading M4 Jct 10","<http://www.touristlink.com/england/reading/cat/hotels.html>","<http://www.touristlink.com/england/royal-vauxhall-tavern/cat/hotels.html>","www.touristlink.com","touristlink.com_1","RG41 5TS","Wharfedale Road, Winnersh Triangle,, Reading, Berkshire","England","Reading","inn holiday","jct reading"
"Holiday Express and Suites Usf Busch","<http://www.touristlink.com/united-states/tampa/cat/hotels.html>","<http://www.touristlink.com/united-states/tampa/cat/hotels.html>","www.touristlink.com","touristlink.com_10","33612","2807 E Busch Blvd","United States","Tampa","express suites holiday","usf busch"
"Holiday Inn Hotel Ste Parsippany","<http://www.touristlink.com/united-states/new-jersey/cat/hotels.html>","<http://www.touristlink.com/united-states/north-plainfield/cat/hotels.html>","www.touristlink.com","touristlink.com_100","07054","707 Rt 46","United States","Parsippany","inn hotel holiday","ste parsippany"
"Four Seasons Jackson Hole","<http://www.touristlink.com/united-states/wyoming-teton-village/cat/hotels.html>","<http://www.touristlink.com/united-states/wyoming/cat/hotels.html>","www.touristlink.com","touristlink.com_1000","83025","7680 Granite Loop","United States","Teton Village","","seasons hole four jackson"
"Autoinn Motel","<http://www.touristlink.com/united-states/newcastle/cat/hotels.html>","<http://www.touristlink.com/united-states/wyoming/cat/hotels.html>","www.touristlink.com","touristlink.com_1001","83701","2503 West Main Street","United States","Newcastle","motel","autoinn"
"Hotel Sveta Elena","<http://www.touristlink.com/bulgaria/varna/cat/hotels.html>","<http://www.touristlink.com/bulgaria/cat/hotels.html>","www.touristlink.com","touristlink.com_1002","9006","Saint Constantine & Helena Resort","Bulgaria","Varna","hotel","sveta elena"
"Mistral Hotel","<http://www.touristlink.com/bulgaria/cat/hotels.html>","<http://www.touristlink.com/bulgaria/cat/hotels.html>","www.touristlink.com","touristlink.com_1003","9006","Constantine And Helena","Bulgaria","St.constantine","hotel","mistral"
"Aktinia","<http://www.touristlink.com/bulgaria/sunny-beach/cat/hotels.html>","<http://www.touristlink.com/bulgaria/cat/hotels.html>","www.touristlink.com","touristlink.com_1004","8240","Sunny Beach","Bulgaria","Sunny Beach","","aktinia"
"Montecristo River Lodge","<http://www.touristlink.com/nicaragua/el-castillo/cat/hotels.html>","<http://www.touristlink.com/nicaragua/bluefields/cat/hotels.html>","www.touristlink.com","touristlink.com_1005","900000","Boca de Sabalos","Nicaragua","El Castillo","lodge","montecristo river"
"Marco Polo Davao","<http://www.touristlink.com/philippines/davao-city/cat/hotels.html>","<http://www.touristlink.com/philippines/davao-city/cat/hotels.html>","www.touristlink.com","touristlink.com_1006","8000","Claro M Recto Street","Philippines","Davao","","marco davao polo"
"Manas Lifestyle","<http://www.touristlink.com/india/igatpuri/cat/hotels.html>","<http://www.touristlink.com/india/nandur-madhmeshwar-bird-sanctuary/cat/hotels.html>","www.touristlink.com","touristlink.com_1007","400050","Mumbai Agra Rd, Jewel Dhanraj Jewellers, Waterfield Road, Bandra West","India","Igatpuri","","lifestyle manas"
"Sajan Nature Club","<http://www.touristlink.com/india/thane/cat/hotels.html>","<http://www.touristlink.com/india/nandur-madhmeshwar-bird-sanctuary/cat/hotels.html>","www.touristlink.com","touristlink.com_1008","422403","3rd Floor, Hemendra Shopping Center,Gokhale Road, Naupada, Thane(W)","India","Thane","","nature sajan club"
"Hotel Uday Palace","<http://www.touristlink.com/india/dhule/cat/hotels.html>","<http://www.touristlink.com/india/nandur-madhmeshwar-bird-sanctuary/cat/hotels.html>","www.touristlink.com","touristlink.com_1009","424304","Surat National Highway, NH 6, Opp. MSEB Plant","India","Dhule","hotel","palace uday"
"Holiday Inn Yanbu","<http://www.touristlink.com/saudi-arabia/yanbu/cat/hotels.html>","<http://www.touristlink.com/saudi-arabia/masjid-al-qiblatain/cat/hotels.html>","www.touristlink.com","touristlink.com_101","51888","P O Box 452","Saudi Arabia","Yanbu","inn holiday","yanbu"
"Best Western Chicago Hillside","<http://www.touristlink.com/united-states/hillside/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1010","60162","4400 Frontage Road","United States","Hillside","best western","hillside chicago"
"Days Inn O'hare South","<http://www.touristlink.com/united-states/melrose-park/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1011","60160","1900 N Mannheim Rd","United States","Melrose Park","south inn","days hare"
"Super 8 Chicago Northlake O Ha","<http://www.touristlink.com/united-states/illinois-northlake/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1012","60164","2080 N Mannheim Rd","United States","Northlake","super","ha northlake chicago"
"Hampton Inn Chicagowestchest","<http://www.touristlink.com/united-states/westchester/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1013","60154","2222 Enterprise Drive","United States","Westchester","inn hampton","chicagowestchest"
"Super 8 Rosemont O Hare","<http://www.touristlink.com/united-states/river-grove/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1014","60171","3160 North River Road River","United States","River Grove","super","rosemont hare"
"Regal Motel O Hare Airport Fra","<http://www.touristlink.com/united-states/franklin-park/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1015","60131","2448 N Mannheim Road","United States","Franklin Park","airport motel","regal fra hare"
"Wyndham Drake Oak Brook","<http://www.touristlink.com/united-states/chicago/cat/hotels.html>","<http://www.touristlink.com/united-states/german-waldheim-cemetery/cat/hotels.html>","www.touristlink.com","touristlink.com_1016","60523","2301 York Road","United States","Oakbrook","","brook oak wyndham drake"
"Sleep Inn Denver International","<http://www.touristlink.com/united-states/colorado-aurora/cat/hotels.html>","<http://www.touristlink.com/united-states/aurora-oregon/cat/hotels.html>","www.touristlink.com","touristlink.com_1017","80011","15900 E 40th Ave","United States","Aurora","international inn","denver sleep"
"Best Western Vineyard Inn Mote","<http://www.touristlink.com/united-states/mcminnville/cat/hotels.html>","<http://www.touristlink.com/united-states/aurora-oregon/cat/hotels.html>","www.touristlink.com","touristlink.com_1018","97128","2035 S HWY 99W","United States","Mcminnville","best inn western","mote vineyard"
"Petit Palace Italia Gran Via Hotel","<http://www.touristlink.com/spain/petit-palace-italia-gran-via-hotel/overview.html>","<http://www.touristlink.com/spain/petit-palace-italia-gran-via-hotel/overview.html>","www.touristlink.com","touristlink.com_1019","28004","Gran Via 32","Spain","Madrid","hotel","gran italia palace via petit"
"Holiday Inn Exp Canal De La","<http://www.touristlink.com/france/paris/cat/hotels.html>","<http://www.touristlink.com/france/palace-of-versailles/cat/hotels.html>","www.touristlink.com","touristlink.com_102","75019","68 Quai De La Seine","France","Paris","inn de la holiday","canal exp"
"Gran Puri Manado","<http://www.touristlink.com/indonesia/manado/cat/hotels.html>","<http://www.touristlink.com/indonesia/karangetang/cat/hotels.html>","www.touristlink.com","touristlink.com_1020","95116","Jalan Sam Ratulangi N458 Manado","Indonesia","Manado","","gran puri manado"
"Dev Vilas","<http://www.touristlink.com/india/ranthambhore-national-park/cat/hotels.html>","<http://www.touristlink.com/india/ranthambhore-national-park/cat/hotels.html>","www.touristlink.com","touristlink.com_1021","322001","Village Khilchipur","India","Ranthambhore","","vilas dev"
"Szeleta Hotel Miskolc","<http://www.touristlink.com/hungary/miskolc/cat/hotels.html>","<http://www.touristlink.com/hungary/miskolctapolca-small-stones/cat/hotels.html>","www.touristlink.com","touristlink.com_1022","3517","Szelleta U 12 14","Hungary","Miskolc","hotel","szeleta miskolc"
"Civis Hotel Phonix Tiszaujvaro","<http://www.touristlink.com/hungary/tiszaujvaros/cat/hotels.html>","<http://www.touristlink.com/hungary/miskolctapolca-small-stones/cat/hotels.html>","www.touristlink.com","touristlink.com_1023","3580","Bethlen Gabor U 4","Hungary","Tiszaujvaros","hotel","phonix tiszaujvaro civis"
"Adobe Grand Villas","<http://www.touristlink.com/united-states/sedona/cat/hotels.html>","<http://www.touristlink.com/united-states/tortilla-flat/cat/hotels.html>","www.touristlink.com","touristlink.com_1024","86336","35 Hozoni Drive","United States","Sedona","grand","villas adobe"
"Days Inn Glendale","<http://www.touristlink.com/united-states/utah-glendale/cat/hotels.html>","<http://www.touristlink.com/united-states/autry-national-center/cat/hotels.html>","www.touristlink.com","touristlink.com_1025","91203","600 N Pacific Ave","United States","Glendale","inn","days glendale"
"Rodeway Inn Regalodge","<http://www.touristlink.com/united-states/arizona-glendale/cat/hotels.html>","<http://www.touristlink.com/united-states/autry-national-center/cat/hotels.html>","www.touristlink.com","touristlink.com_1026","91204","200 W Colorado St","United States","Glendale","inn","rodeway regalodge"
"Embassy Suites Los Angeles Gle","<http://www.touristlink.com/united-states/wisconsin-glendale/cat/hotels.html>","<http://www.touristlink.com/united-states/autry-national-center/cat/hotels.html>","www.touristlink.com","touristlink.com_1027","91203","800 North Central Avenue","United States","Glendale","suites","los angeles embassy gle"
"Confortel Aqua3","<http://www.touristlink.com/spain/confortel-aqua3/overview.html>","<http://www.touristlink.com/spain/confortel-aqua3/overview.html>","www.touristlink.com","touristlink.com_1028","46023","Luis Garcia Berlanga 1921","Spain","Valencia","","confortel"
"Apartments Executive Flats","<http://www.touristlink.com/venezuela/apartments-executive-flats/overview.html>","<http://www.touristlink.com/venezuela/apartments-executive-flats/overview.html>","www.touristlink.com","touristlink.com_1029","1050","Av Francisco Solano Lopez Resi","Venezuela","Caracas","apartments","flats executive"
"Holiday Inn Regent Bch Cha Am","<http://www.touristlink.com/thailand/hua-hin/cat/hotels.html>","<http://www.touristlink.com/thailand/hua-hin/cat/hotels.html>","www.touristlink.com","touristlink.com_103","76120","849 21 Petchkasem Rd","Thailand","Petchburi","inn holiday","cha bch regent"
"Best Western Salt Flat Inn","<http://www.touristlink.com/united-states/wendover/cat/hotels.html>","<http://www.touristlink.com/united-states/bonneville-salt-flats/cat/hotels.html>","www.touristlink.com","touristlink.com_1030","84083","935 East Wendover Boulevard","United States","Wendover","best inn western","flat salt"
"Motel 6 Wells","<http://www.touristlink.com/united-states/wells/cat/hotels.html>","<http://www.touristlink.com/united-states/bonneville-salt-flats/cat/hotels.html>","www.touristlink.com","touristlink.com_1031","89835","1561 6th Street","United States","Wells","motel","wells"
"The Cliff House Hotel","<http://www.touristlink.com/ireland/lismore/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1032","63303@de","Ardmore","Ireland","Ardmore","hotel house","cliff"
"Charleville Park Hotel","<http://www.touristlink.com/ireland/cork/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1033","63303@de","Limerick Road Charleville A","Ireland","Cork","hotel park","charleville"
"Celtic Ross Hotel","<http://www.touristlink.com/ireland/kinsale/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1034","63303@de","N71","Ireland","Rosscarbery","hotel","celtic ross"
"Castle Oaks House Hotel Castle","<http://www.touristlink.com/ireland/limerick/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1035","63303@de","Castleconnell Village 1","Ireland","Limerick City","hotel house","oaks castle"
"Aherlow House Hotel & Lodges","<http://www.touristlink.com/ireland/tipperary/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1036","T2V-15-CK8","Glen of Aherlow, Co.Tipperary","Ireland","Tipperary","hotel house","aherlow lodges"
"The Park Hotel","<http://www.touristlink.com/ireland/dungarvan/cat/hotels.html>","<http://www.touristlink.com/ireland/everyman-palace-theatre/cat/hotels.html>","www.touristlink.com","touristlink.com_1037","00000","Shandon","Ireland","Dungarvan","hotel park",""
"Montego Bay Beach Village","<http://www.touristlink.com/india/morjim/cat/hotels.html>","<http://www.touristlink.com/india/porvorim/cat/hotels.html>","www.touristlink.com","touristlink.com_1038","503512","Vithaldas Waddo, Morjim, Pernem","India","Morjim","beach","montego bay village"
"Aldeia Santa Rita","<http://www.touristlink.com/india/sinquerim-beach/cat/hotels.html>","<http://www.touristlink.com/india/porvorim/cat/hotels.html>","www.touristlink.com","touristlink.com_1039","403519","Aguada-Sinquerim","India","Sinquerim","","aldeia santa rita"
"Holiday Tower Hotel","<http://www.touristlink.com/lebanon/holiday-tower-hotel/overview.html>","<http://www.touristlink.com/lebanon/holiday-tower-hotel/overview.html>","www.touristlink.com","touristlink.com_104","9999","Dbayeh Highway 507 Center","Lebanon","Center Beirut","hotel holiday","tower"
"Placencia Hotel","<http://www.touristlink.com/belize/placencia/cat/hotels.html>","<http://www.touristlink.com/belize/placencia/cat/hotels.html>","www.touristlink.com","touristlink.com_1040","00000","Placencia Village","Belize","Placencia","hotel","placencia"
"Seccy Hotel","<http://www.touristlink.com/italy/fiumicino/cat/hotels.html>","<http://www.touristlink.com/italy/italian-air-force-museum/cat/hotels.html>","www.touristlink.com","touristlink.com_1041","00004","Via Delle Scuole 32","Italy","Fiumicino","hotel","seccy"
"Cancelli Rossi Hotel Rome Airp","<http://www.touristlink.com/italy/rome/cat/hotels.html>","<http://www.touristlink.com/italy/italian-air-force-museum/cat/hotels.html>","www.touristlink.com","touristlink.com_1042","00054","Via Portuense 2443","Italy","Fiumicino Rome","hotel","rome cancelli rossi airp"
"Eagle Mountain House","<http://www.touristlink.com/united-states/wisconsin-jackson/cat/hotels.html>","<http://www.touristlink.com/united-states/bethlehem/cat/resorts.html>","www.touristlink.com","touristlink.com_1043","03846","179 Carter Notch Road","United States","Jackson","house","mountain eagle"
"Seasons At Attitash","<http://www.touristlink.com/united-states/bartlett/cat/hotels.html>","<http://www.touristlink.com/united-states/bethlehem/cat/resorts.html>","www.touristlink.com","touristlink.com_1044","03812","Route 302 Carroll","United States","Bartlett","","seasons attitash"
"Cabot Motor Inn","<http://www.touristlink.com/united-states/lancaster/cat/hotels.html>","<http://www.touristlink.com/united-states/bethlehem/cat/resorts.html>","www.touristlink.com","touristlink.com_1045","03584","200 Portland Street Coos","United States","Lancaster","inn","motor cabot"
"Cosmo Hotel Palace","<http://www.touristlink.com/italy/cosmo-hotel-palace/overview.html>","<http://www.touristlink.com/italy/cosmo-hotel-palace/overview.html>","www.touristlink.com","touristlink.com_1046","20092","Via Francesco De Sanctis 5","Italy","Cinisello Balsamo","hotel","cosmo palace"
"Lake Ontario Motel Newfane","<http://www.touristlink.com/united-states/vermont-newfane/cat/hotels.html>","<http://www.touristlink.com/united-states/new-york/cat/accommodations.html>","www.touristlink.com","touristlink.com_1047","14108","3330 Lockport Olcott Road","United States","Newfane","motel","lake newfane ontario"
"Town House Inn Oneonta","<http://www.touristlink.com/united-states/alabama-oneonta/cat/hotels.html>","<http://www.touristlink.com/united-states/new-york/cat/accommodations.html>","www.touristlink.com","touristlink.com_1048","13820","318 Main Street","United States","Oneonta","house inn","town oneonta"
"Lynaire Motel Lake George","<http://www.touristlink.com/australia/ashmore-and-cartier-islands/lake-george-town/cat/hotels.html>","<http://www.touristlink.com/united-states/new-york/cat/accommodations.html>","www.touristlink.com","touristlink.com_1049","12845","1872 State Route 9","United States","Lake George","motel","lynaire lake george"
"Holiday Inn Exp Uag","<http://www.touristlink.com/mexico/guadalajara/cat/hotels.html>","<http://www.touristlink.com/mexico/semana-cultural/cat/hotels.html>","www.touristlink.com","touristlink.com_105","45110","Av Patria 999","Mexico","Guadalajara","inn holiday","uag exp"
"Palmyra Inn","<http://www.touristlink.com/united-states/palmyra/cat/hotels.html>","<http://www.touristlink.com/united-states/new-york/cat/accommodations.html>","www.touristlink.com","touristlink.com_1050","14522","955 Canandaigua Rd","United States","Palmyra","inn","palmyra"
"Hotel Monte Conquero","<http://www.touristlink.com/spain/huelva/cat/hotels.html>","<http://www.touristlink.com/spain/palos-de-la-frontera/cat/resorts.html>","www.touristlink.com","touristlink.com_1051","21004","Avd Pablo Rada 10","Spain","Huelva","hotel","conquero monte"
"Americinn Long Lake","<http://www.touristlink.com/united-states/new-york-long-lake/cat/hotels.html>","<http://www.touristlink.com/united-states/hamilton-county-ny/cat/hotels.html>","www.touristlink.com","touristlink.com_1052","55356","521 Willow Drive North","United States","Long Lake","","americinn long lake"
"Adirondack Lodge Old Forge","<http://www.touristlink.com/united-states/old-forge/cat/hotels.html>","<http://www.touristlink.com/united-states/hamilton-county-ny/cat/hotels.html>","www.touristlink.com","touristlink.com_1053","13420","Rt 28","United States","Old Forge","lodge","old forge adirondack"
"Hotel Saranac","<http://www.touristlink.com/united-states/saranac-lake/cat/hotels.html>","<http://www.touristlink.com/united-states/hamilton-county-ny/cat/hotels.html>","www.touristlink.com","touristlink.com_1054","12983","100 Main Street","United States","Saranac Lake","hotel","saranac"
"Ibis Melbourne Glen Waverley","<http://www.touristlink.com/australia/glen-waverley/cat/hotels.html>","<http://www.touristlink.com/australia/vermont-south-victoria/cat/hotels.html>","www.touristlink.com","touristlink.com_1055","3150","297 Springvale Road","Australia","Glen Waverley","","melbourne ibis waverley glen"
"Clarion Hotel On Canterbury","<http://www.touristlink.com/australia/forest-hill/cat/hotels.html>","<http://www.touristlink.com/australia/vermont-south-victoria/cat/hotels.html>","www.touristlink.com","touristlink.com_1056","3840","326-330 Canterbury Road","Australia","Forest Hill","hotel","clarion canterbury"
"A1 Inn Kansas City","<http://www.touristlink.com/united-states/missouri-kansas-city/cat/hotels.html>","<http://www.touristlink.com/united-states/kansas-city/cat/accommodations.html>","www.touristlink.com","touristlink.com_1057","64138","6105 East 87th Avenue","United States","Kansas City","city inn","kansas"
"Nights Inn Leavenworth","<http://www.touristlink.com/united-states/kansas-leavenworth/cat/hotels.html>","<http://www.touristlink.com/united-states/kansas-city/cat/accommodations.html>","www.touristlink.com","touristlink.com_1058","66048","101 South 3rd Street","United States","Leavenworth","inn","leavenworth nights"
"Homestead Kansas City-ovrld Pk","<http://www.touristlink.com/united-states/kansas-overland-park/cat/hotels.html>","<http://www.touristlink.com/united-states/kansas-city/cat/accommodations.html>","www.touristlink.com","touristlink.com_1059","66211","5401 W 110th Street","United States","Overland Park","city","kansas pk homestead ovrld"
"Holiday Club Saariselka","<http://www.touristlink.com/finland/urho-kekkonen-national-park/cat/hotels.html>","<http://www.touristlink.com/finland/levi/cat/hotels.html>","www.touristlink.com","touristlink.com_106","99830","Saariselantie 7","Finland","Saariselka","holiday","saariselka club"
"Super 8 Lake Wales Fl","<http://www.touristlink.com/united-states/lake-wales/cat/hotels.html>","<http://www.touristlink.com/united-states/seaworld-orlando/cat/hotels.html>","www.touristlink.com","touristlink.com_1060","33853","541 W Central Ave","United States","Lake Wales","super","wales lake fl"
"Churchill Suites Intracoastal","<http://www.touristlink.com/united-states/sunny-isles-beach/cat/hotels.html>","<http://www.touristlink.com/united-states/oleta-river-state-park/cat/hotels.html>","www.touristlink.com","touristlink.com_1061","33160","16900 North Bay Road","United States","Sunny Isles Beach","suites","churchill intracoastal"
"Bal Harbour Quarzo","<http://www.touristlink.com/united-states/florida-bal-harbour/cat/hotels.html>","<http://www.touristlink.com/united-states/oleta-river-state-park/cat/hotels.html>","www.touristlink.com","touristlink.com_1062","33154","290 Bal Bay Drive","United States","Bal Harbour","","harbour bal quarzo"
"ASABA","<http://www.touristlink.com/japan/ashigarashimo/cat/hotels.html>","<http://www.touristlink.com/japan/mount-fuji/cat/hotels.html>","www.touristlink.com","touristlink.com_1063","410-2416","3450 1 Shuzenji Izu Shi","Japan","Shizuoka-Ken","","asaba"
"Oiso Prince Hotel","<http://www.touristlink.com/japan/oiso/cat/hotels.html>","<http://www.touristlink.com/japan/mount-fuji/cat/hotels.html>","www.touristlink.com","touristlink.com_1064","259-0193","546 Kokufu Hongo, Oiso-machi","Japan","Oiso","hotel","prince oiso"
"Dougashima New Ginsui","<http://www.touristlink.com/japan/shizuoka/cat/hotels.html>","<http://www.touristlink.com/japan/mount-fuji/cat/hotels.html>","www.touristlink.com","touristlink.com_1065","410 3514","2977 1nishina Nishiizucho Kamo","Japan","Shizuoka","","dougashima ginsui new"
"Grand Riverview","<http://www.touristlink.com/malaysia/kelantan/cat/hotels.html>","<http://www.touristlink.com/malaysia/perhentian-islands/cat/hotels.html>","www.touristlink.com","touristlink.com_1066","15000","Jalan Post Office Lama, Kota Bharu","Malaysia","Kelantan Darul Naim","grand","riverview"
"Motel 6 Santa Ana","<http://www.touristlink.com/united-states/santa-ana/cat/hotels.html>","<http://www.touristlink.com/united-states/dominguez-hills/cat/hotels.html>","www.touristlink.com","touristlink.com_1067","92701","1623 East 1st Street","United States","Santa Ana","motel","santa ana"
"Motel 6 Newport Beach","<http://www.touristlink.com/united-states/costa-mesa/cat/hotels.html>","<http://www.touristlink.com/united-states/dominguez-hills/cat/hotels.html>","www.touristlink.com","touristlink.com_1068","92627","2274 Newport Blvd","United States","Costa Mesa","beach motel","newport"
"Quality Inn Burbank Airport","<http://www.touristlink.com/united-states/ohio-burbank/cat/hotels.html>","<http://www.touristlink.com/united-states/dominguez-hills/cat/hotels.html>","www.touristlink.com","touristlink.com_1069","91504-3309","2255 N Buena Vista St","United States","Burbank","airport inn","burbank quality"
"Holiday Inn Bulawayo","<http://www.touristlink.com/zimbabwe/bulawayo/cat/hotels.html>","<http://www.touristlink.com/zimbabwe/cat/accommodations.html>","www.touristlink.com","touristlink.com_107","ASCOT","Milnerton Avenue","Zimbabwe","Bulawayo","inn holiday","bulawayo"
"Marriott Los Ang Burbank Arpt","<http://www.touristlink.com/united-states/burbank/cat/hotels.html>","<http://www.touristlink.com/united-states/dominguez-hills/cat/hotels.html>","www.touristlink.com","touristlink.com_1070","91505","2500 North Hollywood Way","United States","Burbank","","burbank marriott ang arpt los"
"Quality Inn Near City Of Hope","<http://www.touristlink.com/united-states/monrovia/cat/hotels.html>","<http://www.touristlink.com/united-states/dominguez-hills/cat/hotels.html>","www.touristlink.com","touristlink.com_1071","91016","1125 E Huntington Dr","United States","Monrovia","city inn","hope near quality"
"Casa Andina Arq Jerusalen","<http://www.touristlink.com/peru/casa-andina-arq-jerusalen/overview.html>","<http://www.touristlink.com/peru/casa-andina-arq-jerusalen/overview.html>","www.touristlink.com","touristlink.com_1072","","Calle Jerusalen 603 Arequipa","Peru","Arequipa","","arq andina jerusalen casa"
"Promenade Hotel","<http://www.touristlink.com/latvia/liepaja/cat/hotels.html>","<http://www.touristlink.com/latvia/kurzeme/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1073","LV 3401","Veca Ostmala 40","Latvia","Liepaja","hotel","promenade"
"Osta","<http://www.touristlink.com/latvia/ventspils/cat/hotels.html>","<http://www.touristlink.com/latvia/kurzeme/cat/tourist_essentials.html>","www.touristlink.com","touristlink.com_1074","LV3602","Dzintaru 32","Latvia","Ventspils","","osta"
"Avra Rafina Hotel","<http://www.touristlink.com/greece/athens/cat/hotels.html>","<http://www.touristlink.com/greece/leaves-eyes---luna-obscura-fallen-arise/cat/hotels.html>","www.touristlink.com","touristlink.com_1075","19009","Arafinidon Alon 3","Greece","Athens","hotel","avra rafina"
"Aquamarina Hotel","<http://www.touristlink.com/greece/mati/cat/hotels.html>","<http://www.touristlink.com/greece/leaves-eyes---luna-obscura-fallen-arise/cat/hotels.html>","www.touristlink.com","touristlink.com_1076","19005","55-57 Possidonos Ave","Greece","Mati","hotel","aquamarina"
"Green Hotel","<http://www.touristlink.com/poland/poznan/cat/hotels.html>","<http://www.touristlink.com/poland/trail-of-champion-of-altar-with-gosciszowic/cat/hotels.html>","www.touristlink.com","touristlink.com_1077","62 052","Ul Jeziorna 1a","Poland","Poznan Komorniki","hotel","green"
"U Marii Hotel","<http://www.touristlink.com/poland/lubuskie/cat/hotels.html>","<http://www.touristlink.com/poland/trail-of-champion-of-altar-with-gosciszowic/cat/hotels.html>","www.touristlink.com","touristlink.com_1078","66-400","Walczaka 16a","Poland","Gorzow Wielkopolski","hotel","u marii"
"Gorzow Hotel - Gorzow Wielkopolski","<http://www.touristlink.com/poland/gorzow/cat/hotels.html>","<http://www.touristlink.com/poland/trail-of-champion-of-altar-with-gosciszowic/cat/hotels.html>","www.touristlink.com","touristlink.com_1079","66-400","Street. Walczak 20","Poland","Gorzow Wielkopolski","hotel","gorzow wielkopolski"
"Holiday Inn Sarajevo","<http://www.touristlink.com/bosnia-and-herzegovina/holiday-inn-sarajevo/overview.html>","<http://www.touristlink.com/bosnia-and-herzegovina/holiday-inn-sarajevo/overview.html>","www.touristlink.com","touristlink.com_108","71000","Zmaja Od Bosne 4","Bosnia and Herzegovina","Sarajevo Bosnia","inn holiday","sarajevo"
"Days Inn New Haven","<http://www.touristlink.com/united-states/new-haven/cat/hotels.html>","<http://www.touristlink.com/united-states/quonnipaug-lake/cat/hotels.html?page=20&limit=10>","www.touristlink.com","touristlink.com_1080","06513","270 Foxon Blvd","United States","New Haven","inn","days new"
"Esa Hartford-meriden","<http://www.touristlink.com/united-states/connecticut-meriden/cat/hotels.html>","<http://www.touristlink.com/united-states/quonnipaug-lake/cat/hotels.html?page=20&limit=10>","www.touristlink.com","touristlink.com_1081","06450","366 Bee Street","United States","Meriden","","meriden esa hartford"
"A Victorian Village Inn","<http://www.touristlink.com/united-states/massachusetts-clinton/cat/hotels.html>","<http://www.touristlink.com/united-states/quonnipaug-lake/cat/hotels.html?page=20&limit=10>","www.touristlink.com","touristlink.com_1082","06413","345 East Main Street Shorelin","United States","Clinton","inn","victorian village"
"Wesley Inn and Suites","<http://www.touristlink.com/united-states/middletown/cat/hotels.html>","<http://www.touristlink.com/united-states/quonnipaug-lake/cat/hotels.html?page=20&limit=10>","www.touristlink.com","touristlink.com_1083","06457","988 Washington Street","United States","Middletown","suites inn","wesley"
"America","<http://www.touristlink.com/spain/america-sevilla/overview.html>","<http://www.touristlink.com/spain/america-sevilla/overview.html>","www.touristlink.com","touristlink.com_1084","41002","Jesus Del Gran Poder 2","Spain","Sevilla","","america"
"The Malligi","<http://www.touristlink.com/india/hospet/cat/hotels.html>","<http://www.touristlink.com/india/sindhanur/cat/hotels.html>","www.touristlink.com","touristlink.com_1085","583201","6/143, J. N. Road","India","Hospet","","malligi"
"Vijayshree Heritage Village","<http://www.touristlink.com/india/hampi/cat/hotels.html>","<http://www.touristlink.com/india/sindhanur/cat/hotels.html>","www.touristlink.com","touristlink.com_1086","583239","V.R.BHURAT NAGARI, HAMPI ROAD, HOSPET","India","Bangalore","","village heritage vijayshree"
"Exclusive Hotel Mac Mahon","<http://www.touristlink.com/france/exclusive-hotel-mac-mahon/overview.html>","<http://www.touristlink.com/france/exclusive-hotel-mac-mahon/overview.html>","www.touristlink.com","touristlink.com_1087","75017","3 Avenue Mac Mahon","France","Paris","hotel","exclusive mahon mac"
"Gema","<http://www.touristlink.com/spain/gema/overview.html>","<http://www.touristlink.com/spain/gema/overview.html>","www.touristlink.com","touristlink.com_1088","03724","Cabo Estaca De Bares 11","Spain","Moraira","","gema"
