"URI","City","City population","Country","lat","long"
"WebTables_530","Yongcheng","1,347,000","China","",""
"WebTables_531","Guilin","1,340,000","China","",""
"WebTables_532","Pingdu","1,340,000","China","",""
"WebTables_533","Baotou","1,318,000","China","",""
"WebTables_534","Lianjiang","1,300,000","China","",""
"WebTables_535","Mianyang","1,300,000","China","",""
"WebTables_536","Yiyang","1,300,000","China","",""
"WebTables_537","Anshan","1,290,000","China","",""
"WebTables_538","Rizhao","1,290,000","China","",""
"WebTables_539","Heze","1,280,000","China","",""
"WebTables_540","Datong","1,253,000","China","",""
"WebTables_541","Fengcheng","1,250,000","China","",""
"WebTables_542","Ruian","1,250,000","China","",""
"WebTables_543","Laiwu","1,249,000","China","",""
"WebTables_544","Pingdingshan","1,230,000","China","",""
"WebTables_545","Yuzhou","1,230,000","China","",""
"WebTables_546","Cixi","1,220,000","China","",""
"WebTables_547","Huainan","1,201,000","China","",""
"WebTables_548","Anqiu","1,200,000","China","",""
"WebTables_549","Fuqing","1,200,000","China","",""
"WebTables_550","Qianjiang","1,190,000","China","",""
"WebTables_551","Bazhong","1,186,000","China","",""
"WebTables_552","Leqing","1,183,000","China","",""
"WebTables_553","Dongtai","1,170,000","China","",""
"WebTables_554","Guangyuan","1,160,000","China","",""
"WebTables_555","Qidong","1,160,000","China","",""
"WebTables_556","Bijie","1,130,000","China","",""
"WebTables_557","Haicheng","1,130,000","China","",""
"WebTables_558","Leshan","1,120,000","China","",""
"WebTables_559","Jimo","1,112,000","China","",""
"WebTables_560","Jining","1,110,000","China","",""
"WebTables_561","Wafangdian","1,100,000","China","",""
"WebTables_562","Shouguang","1,090,000","China","",""
"WebTables_563","Taishan","1,070,000","China","",""
"WebTables_564","Ezhou","1,064,000","China","",""
"WebTables_565","Jiangdu","1,053,000","China","",""
"WebTables_566","Beiliu","1,050,000","China","",""
"WebTables_567","Gongzhuling","1,050,000","China","",""
"WebTables_568","Changshu","1,048,000","China","",""
"WebTables_569","Fuzhou (Jiangxi)","1,020,000","China","",""
"WebTables_570","Yichun","1,020,000","China","",""
"WebTables_571","Mudanjiang","1,014,000","China","",""
"WebTables_572","Baoding","997,000","China","",""
"WebTables_573","Hezhou","990,000","China","",""
"WebTables_574","Wujiang","970,000","China","",""
"WebTables_575","Feicheng","960,000","China","",""
"WebTables_576","Haimen","950,000","China","",""
"WebTables_577","Weinan","925,000","China","",""
"WebTables_578","Songzi","905,000","China","",""
"WebTables_579","Laizhou","902,000","China","",""
"WebTables_580","Danyang","890,000","China","",""
"WebTables_581","Hengyang","880,000","China","",""
"WebTables_582","Honghu","880,000","China","",""
"WebTables_583","Daye","874,000","China","",""
"WebTables_584","Benxi","830,000","China","",""
"WebTables_585","Haikou","830,000","China","",""
"WebTables_586","Hohhot","820,000","China","",""
"WebTables_587","Liuzhou","810,000","China","",""
"WebTables_588","Bengbu","809,000","China","",""
"WebTables_589","Daqing","800,000","China","",""
"WebTables_590","Nanyang","800,000","China","",""
"WebTables_591","Jixi","760,000","China","",""
"WebTables_592","Ankang","743,000","China","",""
"WebTables_593","Xining","713,000","China","",""
"WebTables_594","Fuxin","690,000","China","",""
"WebTables_595","Jinzhou","690,000","China","",""
"WebTables_596","Zhangjiakou","680,000","China","",""
"WebTables_597","Kaifeng","584,000","China","",""
"WebTables_598","Hengyang","561,000","China","",""
"WebTables_599","Panzhihua","478,000","China","",""
"WebTables_600","Liuan","320,000","China","",""
"WebTables_601","Dongying","294,000","China","",""
"WebTables_602","BOGOTA","7,320,000","Colombia","",""
"WebTables_603","Cali","2,525,000","Colombia","",""
"WebTables_604","Medellin","2,223,000","Colombia","",""
"WebTables_605","Barranquilla","1,298,000","Colombia","",""
"WebTables_606","Cartagena","893,000","Colombia","",""
"WebTables_607","Bucaramanga","542,000","Colombia","",""
"WebTables_608","BRAZZAVILLE","1,133,000","Congo Br","",""
"WebTables_609","Pointe Noire","527,000","Congo Br","",""
"WebTables_610","KINSHASA","8,200,000","Congo D.R.","",""
"WebTables_611","Lubumbashi","1,140,000","Congo D.R.","",""
"WebTables_612","Mbuji-Mayi","905,000","Congo D.R.","",""
"WebTables_613","Kolwezi","803,000","Congo D.R.","",""
"WebTables_614","Kisangani","510,000","Congo D.R.","",""
"WebTables_615","SAN JOSE","357,000","Costa Rica","",""
"WebTables_616","ZAGREB","804,000","Croatia","",""
"WebTables_617","HAVANA","2,430,000","Cuba","",""
"WebTables_618","PRAGUE","1,242,000","Czech Republic","",""
"WebTables_619","COPENHAGEN","1,096,000","Denmark","",""
"WebTables_620","SANTO DOMINGO","2,989,000","Dominican Republic","",""
"WebTables_621","Santiago de los Caballeros","1,329,000","Dominican Republic","",""
"WebTables_622","Ecatepec","1,688,000","Mexico","",""
"WebTables_623","Edmonton","730,000","Canada","",""
"WebTables_624","Einhoven","212,000","Netherlands","",""
"WebTables_625","Ekaterinburg","1,323,000","Russia","",""
"WebTables_626","Erfurt","203,000","Germany","",""
"WebTables_627","Esfahan","1,584,000","Iran","",""
"WebTables_628","Essen","580,000","Germany","",""
"WebTables_629","Ezhou","1,064,000","China","",""
"WebTables_630","Faisalabad","2,510,000","Pakistan","",""
"WebTables_631","Faridabad","1,055,000","India","",""
"WebTables_632","Feicheng","960,000","China","",""
"WebTables_633","Fengcheng","1,250,000","China","",""
"WebTables_634","Fes","1,009,000","Morocco","",""
"WebTables_635","Fez","921,000","Morocco","",""
"WebTables_636","Florence","375,000","Italy","",""
"WebTables_637","Fortaleza","2,506,000","Brazil","",""
"WebTables_638","Frankfurt","665,000","Germany","",""
"WebTables_639","FREETOWN","1,032,000","Sierra Leone","",""
"WebTables_640","Freiburg","220,000","Germany","",""
"WebTables_641","Fresno","500,000","USA","",""
"WebTables_642","Fukuoka","1,450,000","Japan","",""
"WebTables_643","Fuqing","1,200,000","China","",""
"WebTables_644","Fushun","1,445,000","China","",""
"WebTables_645","Fuxin","690,000","China","",""
"WebTables_646","Fuyang","1,720,000","China","",""
"WebTables_647","Fuzhou (Fujian)","2,710,000","China","",""
"WebTables_648","Fuzhou (Jiangxi)","1,020,000","China","",""
"WebTables_649","Gaozhou","1,650,000","China","",""
"WebTables_650","Gaza","410,000","Palestine","",""
"WebTables_651","Gaziantep","927,000","Turkey","",""
"WebTables_652","Gdansk","457,000","Poland","",""
"WebTables_653","Gelsenkirchen","262,000","Germany","",""
"WebTables_654","Gent","233,000","Belgium","",""
"WebTables_655","Ghaziabad","970,000","India","",""
"WebTables_656","Giza","2,225,000","Egypt","",""
"WebTables_657","Glasgow","581,000","UK","",""
"WebTables_658","Goiania","1,282,000","Brazil","",""
"WebTables_659","Gongzhuling","1,050,000","China","",""
"WebTables_660","Gothenburg","506,000","Sweden","",""
"WebTables_661","Goyang","1,073,000","South Korea","",""
"WebTables_662","Grand Rapids","193,000","USA","",""
"WebTables_663","Greensboro","256,000","USA","",""
"WebTables_664","Guadalajara","1,580,000","Mexico","",""
"WebTables_665","Guangyuan","1,160,000","China","",""
"WebTables_666","Guangzhou","6,458,000","China","",""
"WebTables_667","Guarulhos","1,283,000","Brazil","",""
"WebTables_668","GUATEMALA CITY","1,090,000","Guatemala","",""
"WebTables_669","Guayaquil","2,196,000","Ecuador","",""
"WebTables_670","Guigang","1,500,000","China","",""
"WebTables_671","Guilin","1,340,000","China","",""
"WebTables_672","Guiping","1,420,000","China","",""
"WebTables_673","Guiyang","3,450,000","China","",""
"WebTables_674","Gujranwala","1,416,000","Pakistan","",""
"WebTables_675","Guwahati","808,000","India","",""
"WebTables_676","Gwalior","690,000","India","",""
"WebTables_677","Gwangju","1,415,000","South Korea","",""
"WebTables_678","Haicheng","1,130,000","China","",""
"WebTables_679","Haifa","276,000","Israel","",""
"WebTables_680","Haikou","830,000","China","",""
"WebTables_681","Haimen","950,000","China","",""
"WebTables_682","Haiphong","1,885,000","Vietnam","",""
"WebTables_683","Halle","233,000","Germany","",""
"WebTables_684","Hama","325,000","Syria","",""
"WebTables_685","Hamamatsu","815,000","Japan","",""
"WebTables_686","Hamburg","1,775,000","Germany","",""
"WebTables_687","Hamhung","821,000","North Korea","",""
"WebTables_688","Handan","1,390,000","China","",""
"WebTables_689","Hangzhou","3,408,000","China","",""
"WebTables_690","Hannover","520,000","Germany","",""
"WebTables_691","HANOI","1,372,000","Vietnam","",""
"WebTables_692","Haora","1,008,000","India","",""
"WebTables_693","Haora","1,008,000","India","",""
"WebTables_694","HARARE","1,600,000","Zimbabwe","",""
"WebTables_695","Harbin","4,755,000","China","",""
"WebTables_696","HAVANA","2,430,000","Cuba","",""
"WebTables_697","Hechuan","1,530,000","China","",""
"WebTables_698","Hefei","1,750,000","China","",""
"WebTables_699","HELSINKI","583,000","Finland","",""
"WebTables_700","Hengyang","880,000","China","",""
"WebTables_701","Hengyang","561,000","China","",""
"WebTables_702","Heze","1,280,000","China","",""
"WebTables_703","Hezhou","990,000","China","",""
"WebTables_704","Hims","823,000","Syria","",""
"WebTables_705","Hiroshima","1,174,000","Japan","",""
"WebTables_706","Ho Chi Minh City","7,100,000","Vietnam","",""
"WebTables_707","Hohhot","820,000","China","",""
"WebTables_708","Hong Kong","7,055,000","China","",""
"WebTables_709","Honghu","880,000","China","",""
"WebTables_710","Honolulu","370,000","USA","",""
"WebTables_711","Houston","2,242,000","USA","",""
"WebTables_712","Huainan","1,201,000","China","",""
"WebTables_713","Huazhou","1,420,000","China","",""
"WebTables_714","Hubli","801,000","India","",""
"WebTables_715","Huludao","2,787,000","China","",""
"WebTables_716","Huzhou","1,800,000","China","",""
"WebTables_717","Hyderabad","3,637,000","India","",""
"WebTables_718","Hyderabad","1,447,000","Pakistan","",""
"WebTables_719","Ibadan","2,550,000","Nigeria","",""
"WebTables_720","Incheon","2,630,000","South Korea","",""
"WebTables_721","Indianapolis","798,000","USA","",""
"WebTables_722","Indore","1,912,000","India","",""
"WebTables_723","Irbil","1,294,000","Iraq","",""
"WebTables_724","Istanbul","9,560,000","Turkey","",""
"WebTables_725","Izmir","2,330,000","Turkey","",""
"WebTables_726","Jabalpur","1,117,000","India","",""
"WebTables_727","Jacksonville","808,000","USA","",""
"WebTables_728","Jaipur","3,050,000","India","",""
"WebTables_729","JAKARTA","10,100,000","Indonesia","",""
"WebTables_730","Jalandhar","714,000","India","",""
"WebTables_731","Jamshedpur","630,000","India","",""
"WebTables_732","Jeddah","3,856,000","Saudi Arabia","",""
"WebTables_733","Jerusalem","764,000","Israel","",""
"WebTables_734","Jiangdu","1,053,000","China","",""
"WebTables_735","Jianyang","1,430,000","China","",""
"WebTables_736","Jilin","1,953,000","China","",""
"WebTables_737","Jimo","1,112,000","China","",""
"WebTables_738","Jinan","1,900,000","China","",""
"WebTables_739","Jining","1,110,000","China","",""
"WebTables_740","Jinjiang","1,350,000","China","",""
"WebTables_741","Jinzhou","690,000","China","",""
"WebTables_742","Jixi","760,000","China","",""
"WebTables_743","Joao Pessoa","702,000","Brazil","",""
"WebTables_744","Jodhpur","1,007,000","India","",""
"WebTables_745","Johannesburg","3,888,000","South Africa","",""
"WebTables_746","KABUL","3,586,000","Afghanistan","",""
"WebTables_747","Kaduna","1,460,000","Nigeria","",""
"WebTables_748","Kaifeng","584,000","China","",""
"WebTables_749","KAMPALA","1,420,000","Uganda","",""
"WebTables_750","Kano","3,626,000","Nigeria","",""
"WebTables_751","Kanpur","3,100,000","India","",""
"WebTables_752","Kansas City","480,000","USA","",""
"WebTables_753","Kaohsiung","1,530,000","Taiwan","",""
"WebTables_754","Karachi","15,500,000","Pakistan","",""
"WebTables_755","Karaj","1,380,000","Iran","",""
"WebTables_756","Karlsruhe","291,000","Germany","",""
"WebTables_757","KATHMANDU","949,000","Nepal","",""
"WebTables_758","Katowice","340,000","Poland","",""
"WebTables_759","Kawasaki","1,390,000","Japan","",""
"WebTables_760","Kazan","1,115,000","Russia","",""
"WebTables_761","Kermanshah","823,000","Iran","",""
"WebTables_762","Kharkiv","1,461,000","Ukraine","",""
"WebTables_763","KHARTOUM","2,208,000","Sudan","",""
"WebTables_764","Khulna","856,000","Bangladesh","",""
"WebTables_765","KIEV","2,820,000","Ukraine","",""
"WebTables_766","KINGSTON","650,000","Jamaica","",""
"WebTables_767","KINSHASA","8,200,000","Congo D.R.","",""
"WebTables_768","Kisangani","510,000","Congo D.R.","",""
"WebTables_769","Kitakyushu","985,000","Japan","",""
"WebTables_770","Kitwe","548,000","Zambia","",""
"WebTables_771","Kobe","1,534,000","Japan","",""
"WebTables_772","Kolkata","5,100,000","India","",""
"WebTables_773","Kolwezi","803,000","Congo D.R.","",""
"WebTables_774","Kowloon","2,020,000","China","",""
"WebTables_775","Kozhikode","437,000","India","",""
"WebTables_776","Krakow","755,000","Poland","",""
"WebTables_777","Krasnodar","710,000","Russia","",""
"WebTables_778","Krasnoyarsk","920,000","Russia","",""
"WebTables_779","Krefeld","236,000","Germany","",""
"WebTables_780","KUALA LUMPUR","1,810,000","Malaysia","",""
"WebTables_781","Kumasi","1,500,000","Ghana","",""
"WebTables_782","Kunming","3,100,000","China","",""
"WebTables_783","KUWAIT CITY","96,000","Kuwait","",""
"WebTables_784","Kyoto","1,466,000","Japan","",""
"WebTables_785","La Matanza","1,255,000","Argentina","",""
"WebTables_786","LA PAZ","1,517,000","Bolivia","",""
"WebTables_787","La Plata","710,000","Argentina","",""
"WebTables_788","Lagos","7,938,000","Nigeria","",""
"WebTables_789","Lahore","6,100,000","Pakistan","",""
"WebTables_790","Laiwu","1,249,000","China","",""
"WebTables_791","Laizhou","902,000","China","",""
"WebTables_792","Lanzhou","2,088,000","China","",""
"WebTables_793","Las Vegas","558,000","USA","",""
"WebTables_794","Leeds","778,000","UK","",""
"WebTables_795","Leipzig","515,000","Germany","",""
"WebTables_796","Leon","1,138,000","Mexico","",""
"WebTables_797","Leqing","1,183,000","China","",""
"WebTables_798","Leshan","1,120,000","China","",""
"WebTables_799","Lianjiang","1,300,000","China","",""
"WebTables_800","Lille","226,000","France","",""
"WebTables_801","LILONGWE","866,000","Malawi","",""
"WebTables_802","LIMA","7,606,000","Peru","",""
"WebTables_803","Linyi","2,300,000","China","",""
"WebTables_804","LISBON","558,000","Portugal","",""
"WebTables_805","Liuan","320,000","China","",""
"WebTables_806","Liuyang","1,380,000","China","",""
"WebTables_807","Liuzhou","810,000","China","",""
"WebTables_808","Liverpool","435,000","UK","",""
"WebTables_809","Lodz","783,000","Poland","",""
"WebTables_810","LONDON","7,557,000","UK","",""
"WebTables_811","Los Angeles","3,834,000","USA","",""
"WebTables_812","Louisville","260,000","USA","",""
"WebTables_813","LUANDA","4,799,000","Angola","",""
"WebTables_814","Lübeck","211,000","Germany","",""
"WebTables_815","Lubumbashi","1,140,000","Congo D.R.","",""
"WebTables_816","Lucknow","2,342,000","India","",""
"WebTables_817","Ludhiana","1,400,000","India","",""
"WebTables_818","Lufeng","1,350,000","China","",""
"WebTables_819","Luoyang","1,500,000","China","",""
"WebTables_820","LUSAKA","1,110,000","Zambia","",""
"WebTables_821","Luzhou","1,380,000","China","",""
"WebTables_822","Lviv","740,000","Ukraine","",""
"WebTables_823","Lyon","472,000","France","",""
